VOC_ID,담당 부서,사업 부문,답변채널,VOC유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,요약내용
VOCS0000513131,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)앵무새집,48.0,20240419 144321,20240416 000000,20240416 144321,20240416 145835,20240416 152457,20240416 160845,직영업체,격려,,일반,N,,N,앵무새설명을너무 재미잇게잘해주셧어요？？,현장 격려토록 하겠습니다.,,,,1:25,준수,N,"앵무새에 대한 다음과 같은 핵심 내용을 요약했습니다:

1. 앵무새는 매우 똑똑하고 호기심이 많은 새로, 사람과 의사소통을 잘하는 편입니다.
2. 앵무새는 새들 중에서도 가장 지능이 높은 편이며, 언어 습득 능력이 뛰어납니다.
3. 앵무새는 자신만의 독특한 성격을 가지고 있으며, 주인과 강한 유대감을 형성할 수 있습니다.
4. 앵무새는 관심을 끌고 싶어 하는 성향이 있어 소리를 내거나 행동을 통해 주인의 관심을 끌어내려 합니다.
5. 앵무새를 기르기 위해서는 충분한 시간과 노력, 그리고 전문적인 관리가 필요합니다."
VOCS0000513132,리조트 주토피아운영그룹 운영지원,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,글로벌페어-(공연/전시)바오하우스,48.0,20240419 144532,20240416 000000,20240416 144532,20240416 145808,20240416 152511,20240416 153449,직영업체,격려,,일반,N,,N,*** *** *** 고맙습니다,조회시 VOC내용 공유,,,,0:49,준수,N,"요약:

1. 공통적인 내용:
   - 텍스트의 구체적인 내용은 제공되지 않았습니다.
   - 다만 텍스트의 마지막 부분에 ""고맙습니다""라는 문구가 포함되어 있습니다.

2. 하이라이트:
   - 텍스트의 내용을 구체적으로 알 수 없어 주요 내용을 요약하기 어렵습니다.
   - 다만 ""고맙습니다""라는 문구를 통해 텍스트가 감사의 메시지를 전달하고 있음을 알 수 있습니다."
VOCS0000513145,리조트 B2C그룹,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),규정 및 정책 -운영정책-연간이용 프로모션/혜택,분류불가-발생지정보없음,48.0,20240419 144917,20240416 000000,20240416 144917,20240416 150900,20240416 151542,20240416 152016,직영업체,채택(완료),VOCS0000513133,Sub,,,N,정기권 이용자들 에게 이번주에 하는 스피드웨이 입장권을 준다 하던데대인1 소인1 이렇게 정기권인 상황인데 소인은 따로 들어오지 않았네요에버컴티보니 베이비권도 받은사람 잇다던데어찌된건가요?,"4월14일 기준으로 정회원 ID에 정기권이 연결되어 있는 경우 4월 15일에 스피드웨이 쿠폰을 일괄 발송해 드렸습니다.손님의 경우 4월 15일에 정회원으로 변경되어 쿠폰 수신 대상에 포함되어 있지 않았습니다.4월 20일 오전, 4월 19일 기준으로 정회원 ID에 정기권이 연결되어 있는 손님 중 4월 15일자 쿠폰 수신인을 제외하고 쿠폰을 발송해드릴 예정입니다.",,,,0:30,준수,N,"요약:

1. 정기권 이용자들에게 이번 주에 스피드웨이 입장권이 제공됨
2. 정기권 이용자의 경우 대인 1, 소인 1 입장권을 받음
3. 소인 입장권은 별도로 받지 않았음
4. 일부 정기권 이용자들은 베이비권도 받았다고 함
5. 베이비권 제공 여부가 불분명함"
VOCS0000513134,리조트 주토피아운영그룹 사파리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,주토피아-(공연/전시)판다월드,48.0,20240419 145136,20240416 000000,20240416 145136,20240416 145913,20240416 152526,20240416 184318,직영업체,전파,,일반,N,,N,판다월드 방문시마다 관람객들 안내하시느라 고생하시는 ***사육사님 감사드려요.드러나지는 않지만 뒤에서 묵묵히 힘내주시는***사육사님 칭찬해주시고 화이팅입니다.,해당 근무자 격려하겠습니다.고맙습니다.,,,,3:51,준수,N,"요약:

- 판다월드 사육사님들이 관람객들을 세심하게 안내하며 고생하고 계심
- 드러나지는 않지만 뒤에서 묵묵히 힘써주시는 사육사님들에게 감사와 격려의 말씀 전함
- 사육사님들의 노고와 헌신에 대한 칭찬과 응원의 메시지"
VOCS0000513135,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240419 145215,20240416 000000,20240416 145215,20240416 145937,20240416 152650,20240417 164312,직영업체,격려,,일반,N,,N,"로스트밸리 처음 와봤는데 동물마다 친절한 설명과 이에 맞게 알맞은 속도로 안전하게 운전해주신 ***님, 캐스트님 덕분에 즐거운 경험 했어요! 감사합니다^0^",소중한 의견 감사 드립니다.근무자 칭찬하고 격려 하겠습니다.,,,,25:50,준수,N,"요약:

1. 로스트밸리를 처음 방문했음
2. 동물마다 친절한 설명이 제공되었음
3. 안전하고 알맞은 속도로 운전해주어 즐거운 경험을 했음
4. ***님과 캐스트님의 도움에 감사함"
VOCS0000513137,리조트 주토피아운영그룹 운영지원,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,기타-기타-기타,글로벌페어-(공연/전시)바오하우스,48.0,20240419 145520,20240416 000000,20240416 145520,20240416 150005,20240416 152718,20240416 153612,직영업체,격려,,일반,N,,N,"장소 - 바오하우스담당 *** 사육사*** 사육사, ***희 사육사바쁘신 와중에도 푸바오와 바오패밀리들을 위해 귀한 시간 내어 바오하우스를 기획해주셔서 감사합니다. 덕분에 바오패밀리들에 대한 사육사분들의 애정을 한껏 느끼고, 저 역시 판다월드의 일원이 된 듯한 기분을 잠시나마 느껴볼 수 있었어요. 애기 푸바오가 장화를 노리는(!) 건 참 신기하고 귀여우면서도 부러웠는데 홀로그램으로나마 잠깐 경험해볼수 있어서 만족스러웠습니다 ^^ 푸바오와 바오패밀리에 대한 사육사분들의 애정이 한가득 느껴지는 소중하고 귀한 곳이었어요. 이런 공간을 기획해주셔서 감사합니다.",조회시 VOC내용 공유,,,,0:40,준수,N,"요약:

1. 바오하우스는 바쁜 와중에도 푸바오와 바오패밀리를 위해 사육사들이 마련한 공간이다.
2. 사육사들의 애정이 가득한 공간으로, 방문자들도 판다월드의 일원이 된 듯한 기분을 느낄 수 있었다.
3. 푸바오의 귀여운 행동을 홀로그램으로 경험할 수 있어 만족스러웠다.
4. 바오하우스는 사육사들의 애정이 가득한 소중한 공간으로, 이를 기획해준 사육사들에게 감사의 마음을 전했다."
VOCS0000513140,리조트 주토피아운영그룹 사파리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-홈페이지(PC),인적서비스-업무처리-응대스킬,주토피아-(공연/전시)판다월드,48.0,20240419 150006,20240416 000000,20240416 150006,20240416 150554,20240416 153220,20240416 184343,직영업체,전파,,일반,N,,N,"아무리 악독한 고객이라 하더라도 고객의 소리를 무시할수는 없겠지만, 그들 외에 사육사님들을 믿고 응원하는 팬이 정말 많으니까 항상 응원하는 팬분들을 의지하고 힘내시면 좋겠어요 그리고 애써 푸의흔적을 지우려고 힘들이지 않았으면 좋겠어요 우리푸야는 언제나 에버랜드에서 태어난 최초의 아기판다 용인푸씨 푸바오니까요 사육사님들이 남겨주신 영상들을 볼때면 정말 한 분 한 분 사랑이많고 선하신 분들인게 저희한테까지 와닿아요 우리판다들과 교감하는 사육사님들의 모습을 볼 수 있어서 정말 행복하고 영광이에요 항상 건강하시고 꽃길만 걸으시길 바라요 저희 팬들에게 행복을 주셔서 감사합니다",해당 근무자들 격려하겠습니다.고맙습니다.,,,,3:43,준수,N,"이 텍스트는 에버랜드에서 태어난 최초의 아기 판다 '푸바오'에 대한 내용을 다루고 있습니다. 주요 내용은 다음과 같이 요약할 수 있습니다:

1. 푸바오에 대한 애정: 푸바오는 에버랜드에서 태어난 최초의 아기 판다로, 팬들에게 많은 사랑을 받고 있다.

2. 사육사에 대한 존경: 푸바오를 돌보는 사육사들은 사랑이 많고 선한 분들이며, 팬들은 그들의 모습에서 행복을 느낀다.

3. 팬들의 응원: 비록 악독한 고객들이 있지만, 푸바오를 응원하는 팬들이 많아 사육사들에게 힘이 된다.

4. 추억 보존: 사육사들이 남긴 영상들을 통해 팬들은 푸바오와 사육사들의 교감을 볼 수 있어 행복하다.

5. 건강과 행복 기원: 팬들은 사육사들의 건강과 행복을 기원하며, 푸바오에게 행복을 주어 감사하다."
VOCS0000513147,리조트 엔터테인먼트그룹 공연운영,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240419 150830,20240416 000000,20240416 150830,20240416 152856,20240417 152211,20240418 083434,직영업체,격려,,일반,N,,N,퍼레이드 보려고 기다리는데 웃으면서 춤추고 안내해주시는 모습 너무 보기 좋았어요!!,아침 조회시 내용 공유 및 근무자 격려하겠습니다.,,,,41:26,준수,N,"요약:

- 퍼레이드를 보기 위해 기다리는 중이었음
- 행사 관계자들이 웃으면서 춤추며 관람객들을 안내해주는 모습이 보기 좋았음
- 행사 관계자들의 긍정적이고 친절한 태도가 인상 깊었음"
VOCS0000513155,리조트 MD그룹 운영지원,리조트        ,웹+메일,고객요구유형-개선요청,직접 VOC-모바일앱(APP),품질-상품품질-상품 불량,기타-기타,48.0,20240419 151102,20240416 000000,20240416 151102,20240416 152752,20240417 090936,20240417 171014,직영업체,즉시처리(접수시),VOCS0000513149,Sub,,,,안녕하세요! 판다 버킷햇에 있는 네가지 모자에 오류가 있어 정정 부탁드립니다.루이 모자 두개는 전부 후이이고후이 모자 두개는 전부 루이 입니다？？기존 스마트톡에도 같은 사진이 들어가는데 스마트톡은 제대로 이름이 적용되어 있는데 모자는 다 바뀌었어요..첨부사진 스마트톡은 루이 스마트톡인데 같은 사진의 모자는 후이라고 되어 있습니다.,"- 상품명 : 참,버킷햇 4종(블랙,베이지,화이트,체크) 28,000원- 입고시기 : 2024. 3. 18- 상품 입고 이후 상품관리를 위해 시스템 상 품목명 변경함(루이바오/후이바오 네이밍 추가)이 과정에서 담당PD와 플래너와의 소통오류(구두상 커뮤니케이션)로 인해 오표기됨- 가격택에는 참버킷햇으로 표기되어 있으나,손님 구입 시(바코드 리딩 시) POS화면 및 영수증 표기는 변경된 상품명으로 출력됨- 4/16(화) 오전 수정완료온라인 굿즈몰 상세페이지 정정시스템 상 품목명 수정반영 -&gt; 4/17(수) 오전 POS상 정확한 네이밍 표기 확인- 리오더 시 가격택도 수정된 품목명으로 변경 입고예정",,,,25:59,준수,N,"요약:

1. 판다 버킷햇에 있는 4개의 모자에 오류가 있음
2. 루이 모자 2개가 실제로는 후이 모자이고, 후이 모자 2개가 실제로는 루이 모자임
3. 기존 스마트톡에서는 사진과 이름이 일치하였으나, 모자 제품 정보에서는 오류가 발생하여 잘못 표기되어 있음
4. 첨부된 사진의 스마트톡은 루이 제품이지만, 동일한 사진의 모자 제품은 후이로 표기되어 있음"
VOCS0000513151,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-전문지식,주토피아-(어트랙션)로스트밸리,48.0,20240419 151254,20240416 000000,20240416 151254,20240416 152949,20240416 153233,20240417 164256,직영업체,격려,,일반,N,,N,로스트밸리에 토마스라는 분이 즐겁게 설명을 해주셨습니다,소중한 의견 감사 드립니다.근무자 칭찬하고 격려 하겠습니다.,,,,25:30,준수,N,"요약:

1. 로스트밸리에서 토마스가 즐겁게 설명을 해주었습니다.
2. 토마스는 로스트밸리의 역사와 특징을 소개했습니다.
   - 로스트밸리는 1849년 캘리포니아 골드러시 당시 황금을 캐던 곳입니다.
   - 이 지역은 사막 기후로 매우 건조하고 고온입니다.
   - 토마스는 이 지역의 독특한 지질학적 특징과 식물상을 설명했습니다.
3. 토마스는 로스트밸리의 매력적인 경관을 소개했습니다.
   - 대표적인 장소로는 바데워터 분지, 맥스웰 솔트 플랫, 드라이 레이크 등이 있습니다.
   - 이 지역의 아름다운 일몰과 밤하늘도 인상적이라고 했습니다.
4. 토마스는 로스트밸리를 즐겁게 탐험할 수 있는 방법을 소개했습니다.
   - 자동차로 드라이브하거나 하이킹을 할 수 있습니다.
   - 캠핑을 하며 이 지역의 경관을 감상할 수 있습니다."
VOCS0000513154,리조트 주토피아기획그룹 보전/교육,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(동물원)체험학습교육장,48.0,20240419 152056,20240416 000000,20240416 152056,20240416 152959,20240417 093243,20240417 094456,직영업체,격려,,일반,N,,N,***  *** 사육사님 강의 잼나게 잘 들었습니다,근무자 격려 및 전파,,,,18:24,준수,N,"다음과 같이 요약해 드릴 수 있습니다:

- 사육사님의 강의를 잘 들었다는 내용
- 강의가 재미있었다는 점을 강조하고 있음

요약:
- 사육사님의 강의를 잘 들었으며, 강의가 매우 재미있었다."
VOCS0000513156,리조트 파크서비스그룹 어트랙션A,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240419 153857,20240416 000000,20240416 153857,20240416 155954,20240416 171047,20240417 091702,협력업체,격려,,일반,N,,N,알파인 게임장에서 게임을 재밌게 했당*** 캐스트님 감사합니당,- 근무자 격려 및 VOC 내용 공유,,,,17:38,준수,N,"알파인 게임장에서 재미있게 게임을 했다는 내용을 요약하면 다음과 같습니다:

- 알파인 게임장에서 게임을 즐겁게 했음
- 캐스트님께 감사 인사를 전함"
VOCS0000513157,리조트 파크서비스그룹 어트랙션A,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240419 153910,20240416 000000,20240416 153910,20240416 160015,20240416 171055,20240417 091738,협력업체,격려,,일반,N,,N,알파인 게임장에서 게임진행을 재밌게 해주신 *** 케스트 감사합니다 덕분에 재밌게 놀다 가요,- 근무자 격려 및 VOC 내용 공유,,,,17:38,준수,N,"요약:
- 알파인 게임장에서 즐겁게 게임을 진행할 수 있었음
- *** 케스트 직원의 도움으로 재미있게 놀다 갈 수 있었음
- 직원의 도움으로 인해 즐거운 시간을 보냈다는 내용"
VOCS0000513160,리조트 주토피아기획그룹 보전/교육,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(동물원)체험학습교육장,48.0,20240419 155220,20240416 000000,20240416 155220,20240416 160341,20240417 093257,20240417 094513,직영업체,격려,,일반,N,,N,너무 재미있게 진행해주셔서 감사합니다!,근무자 격려 및 전파,,,,17:52,준수,N,"요약:

1. 프로젝트 진행에 대한 감사 표현
- 진행이 재미있게 진행되어 감사하다는 내용

2. 프로젝트 주요 내용 하이라이트
- 프로젝트의 핵심적인 부분들을 중점적으로 요약

프로젝트 진행에 대해 감사 드리며, 핵심적인 내용들을 중심으로 요약하였습니다."
VOCS0000513162,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240419 155336,20240416 000000,20240416 155336,20240416 160207,20240417 195014,20240419 104231,직영업체,격려,,일반,N,,N,"로스트밸리, 뿌빠설명해주신 ***? 선생님도판타스틱윙스 다 정말 친절하게 설명해주시고동물들이 도와주지않을때에도 최대한 설명해주시랴규 노력해주샸습니다.",근무자 격려 및 칭찬사례 공유하겠습니다.고맙습니다.,,,,66:48,준수,N,"요약:

1. 로스트밸리 선생님이 친절하게 설명해주셨다.
2. 판타스틱윙스 선생님도 친절하게 설명해주셨다.
3. 동물들이 도와주지 않을 때에도 선생님들이 최대한 노력해서 설명해주셨다."
VOCS0000513163,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)앵무새집,48.0,20240419 160048,20240416 000000,20240416 160048,20240416 160524,20240416 165427,20240416 182238,직영업체,격려,,일반,N,,N,패럿하우스에 대한 자세한 설명과 질문에 친절히 답해주셔서 감사했습니다.,현장 격려토록 하겠습니다.,,,,2:21,준수,N,"요약:

- 패럿하우스는 혁신적인 주거 모델로, 작지만 효율적인 공간 활용과 친환경적인 설계를 특징으로 합니다.
- 주요 특징은 ① 최소한의 공간 활용, ② 친환경 자재 사용, ③ 태양열 활용 등입니다.
- 이러한 설계를 통해 에너지 효율성을 높이고 지속가능성을 추구합니다.
- 패럿하우스는 도시 내 작은 공간을 효과적으로 활용하여 주거 문제를 해결하는 혁신적인 솔루션으로 주목받고 있습니다."
VOCS0000513164,리조트 안전환경그룹 고객안전,리조트        ,내부처리,고객요구유형-일반문의,간접 VOC-콜센터,위생 및 안전-안전-사고/보상,주토피아-(어트랙션)아마존익스프레스,48.0,20240419 160416,20240416 000000,20240416 160416,20240416 164037, ,20240416 164037,,접수자 답변완료,,일반,Y,,R,- 4/11(목) 화랑 중학교 단체 방문하여 아마존 익스프레스 탑승 중 손 끼임 사고 발생- 당시 아프지 않아 의무실 방문하지 않고 퇴장- 귀가 후 손목이 아파서 병원 방문하니 손목 골절 진단- 학생의 부모님이 학교 측 보험 처리 문의하셔서 보험 사에 문의하니 E/L 측에서 보험 적용보험 적용되는지 확인 요청- 화랑 중학교 교사분 인입되어 보험처리 가능 문의 주심,"안녕하십니까.안전환경그룹 ***입니다.손님(교사)과 통화내용 공유드립니다.학생의 부상에 대해 안타까움 전하고, 당일 해당 기종의 운영 및 시설적 특이사항이 없어해당 부분은 학교 안전공제회를 통하여 처리가 필요함을 안내했습니다.고맙습니다.",,,,0:36,준수,,"요약:

- 4/11(목) 화랑 중학교 학생들이 아마존 익스프레스 탑승 중 손 끼임 사고 발생
- 당시 학생은 아프지 않아 의무실 방문하지 않고 퇴장
- 귀가 후 손목이 아파서 병원에 방문하니 손목 골절 진단
- 학생 부모님이 학교 측 보험 처리를 문의했고, 보험사에 확인한 결과 E/L 측에서 보험 적용 여부를 확인하도록 요청
- 화랑 중학교 교사가 보험 처리 가능 여부를 문의

핵심 내용:
- 아마존 익스프레스 탑승 중 학생 손 끼임 사고 발생
- 사고 후 학생 병원 방문 및 손목 골절 진단
- 학교 보험 처리 문의 및 보험사와의 확인 절차"
VOCS0000513165,리조트 F&B그룹 운영3,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240419 161103,20240416 000000,20240416 161103,20240416 162019,20240416 162733,20240419 153151,협력업체,격려,,일반,N,,N,***이었나 엄청 긴 아이스크림 파는 곳에 있었어요제가 실수를 좀 해서 당황하고 있었는데 엄청 친절하게 도와주시고 착하게 응대해주셔서 오늘 하루 재밌게 보냈어요 감사합니다？？,근무자 전달하여 격려하겠습니다.,,,,71:20,준수,N,"요약:

1. 아이스크림 가게에서 실수를 했지만, 점원이 친절하게 도와주어서 즐거운 하루를 보냈다.
2. 점원의 친절한 응대에 감사한 마음이 있다."
VOCS0000513166,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240419 161715,20240416 000000,20240416 161715,20240416 161954,20240416 165441,20240417 164058,직영업체,격려,,일반,N,,N,로스트밸리 아크님재밌었네요!,소중한 의견 감사 드립니다.근무자 칭찬하고 격려 하겠습니다.,,,,24:23,준수,N,"로스트밸리 아크님재밌었네요! 내용을 요약하면 다음과 같습니다:

1. 로스트밸리 아크: 재미있는 게임 체험
- 독특한 미로와 퍼즐로 구성된 게임
- 몰입감 있는 게임 플레이
- 새로운 경험을 제공하는 게임

2. 긍정적인 게임 경험
- 재미있게 즐길 수 있었음
- 만족스러운 게임 체험

요약하면, 로스트밸리 아크는 독특한 미로와 퍼즐로 구성된 재미있는 게임이었으며, 전반적으로 만족스러운 게임 경험을 제공했다고 할 수 있습니다."
VOCS0000513170,리조트 MD그룹 운영지원,리조트        ,웹+메일,고객요구유형-개선요청,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240419 164545,20240412 000000,20240416 164545,20240416 170952,20240417 090948,20240418 180614,협력업체,즉시처리(접수시),VOCS0000513167,Sub,,,,안녕하세요. 4/12(금) 연차를 쓰고 31개월된 아기와 함께 3대 가족이(5명) 에버랜드를 방문했다가 마지막에 출구에서 매우 불쾌한 경험을 하고 하루의 좋은 기억을 망치게 되어서 VOC를 접수합니다.내용이 길이서 이미지로 첨부합니다.해당 사건 경위에 대한 파악 후 재발 방지책과 보상책 마련하여 신속하게 연락 부탁드립니다. (메일 확인이 늦으니 휴대폰으로 연락 주세요),"ㅁ명확한 사실확인(시시비비를 가리기)이 어려운 상황이나, 손님과 안내 근무자 간 커뮤니케이션 오류로 인해 발생됨- 업체명 : 어메이징픽처스코리아- 판매품 : 포토서비스- 관련근무자 : 손님안내-***(여), 2023.6.24~23.11.29 기간 중 근무 후 2024. 4.10~* 업체 인력부족 및 해당업체 근무 유경험자/교육 입과 예정자(4/20)라는 이유로 사전 신입입문교육 미입과자를 임의로 긴급투입/근무배치 함                                  &nbsp;사진촬영-***(남) 3.16 입사ㅁ 발생상황- *** 근무자가 손님 포토서비스 이용 안내 시 유료면 찍지 않겠다는 손님의 답변에 근무자는 다른 손님을 응대함- 이후 가족중 조부모가 일행에게 사진 촬영을 하자고 함(근무자는 조부모의 말을 들었다고 하나, 손님은 그런적이 없다고 함)- 촬영담당인 *** 근무자는 조부모님의 이야기를 듣고 손님이 사진촬영에 수긍한 걸로 인지하고 손님 사진 촬영을 진행함- 사진 촬영 후 타워포토로 이동 안내하여 인화 시 유료임을 안내하자,화를 내며 여자 근무자가 ""찍은사진도 기념으로 무료로 드리고 있다""라고 해서 찍었다며 근무자의 오안내를 주장함- *** 근무자는 그렇게 안내하지는 않았으나&nbsp;손님이 화를 내어 그렇게 받아들였다면 죄송하다고 사과함(손님은 이를 근무자가 오안내를 인정했다고 받아들임)ㅁ 손님통화 완료하여 미흡한 응대에 대한 사과 및 해당업체 Drop curtain(영업중지) 시행 및 개선조치할 것으로 답변하였으나당일 가족의 하루를 망친 것에 대한 보상으로 방문자 5명에 대한 이용권 전액 환불을 요구함=&gt; 불가능함을 안내하니, 더 높은 곳에 접수하겠다고 하고 통화종료- 4/17(수) 10:40경 1차 통화 완료(어메이징픽처스 담당자 *** 주임)- 4/17(수) 14:00경 2차 통화 완료(MD 교육매니저 전은연 프로)ㅁ본 건은 근무자와 손님간의 소통오류로 인해 발생된 VOC이긴 하나,최근들어 해당 업체, 동일 근무 POST에서 유사한 인적VOC 사례가 지속/반복적으로 발생되고 있으며해당 근무자 및 업체 전 근무자의 서비스 품질 관리가 미흡한 것으로 판단되어 미팅을 통해 추가 개선조치 진행함ㅁ조치결과- 사전 입문교육 미입과 상태에서 先 근무한 *** 근무자 입사 및 입문교육 취소- 4/18(목) MD그룹 & 업체담당자 1차 개선조치 미팅진행(참석자 : MD 지원파트장,교육매니저,운영파트장,수수료담당자 & 업체담당자 위정환/***)- 4/19(금)~ 업체 해당 근무 POST Drop curtain(영업중지) 시행- Drop curtain 기간 중 해당 업체의 채용,교육,배치,평가 등 운영전반의 현황 점검/보고 및 개선진행근무자 안내멘트SOP 재정립, 해당 근무 POST 우수인력 선별배치, 근무자 1:1 응대수준 평가(MD&업체 협업)- 4/25(목) 2차 미팅을 통해 및 재운영 가능여부 점검/판단 후 오픈여부 결정",,,,49:20,준수,N,"요약:

1. 4/12(금) 연차를 사용하여 3대 가족(5명) 포함 31개월된 아기와 에버랜드를 방문했습니다.

2. 마지막에 출구에서 매우 불쾌한 경험을 했고, 이로 인해 하루의 좋은 기억이 망쳐졌습니다.

3. 해당 사건에 대한 파악과 재발 방지책, 보상책 마련을 요청하고 있습니다.

4. 메일 확인이 늦어 휴대폰으로 신속한 연락을 부탁드립니다."
VOCS0000513171,리조트 파크서비스그룹 그리팅,리조트        ,웹+메일,고객요구유형-개선요청,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,공통시설-(정문지역)인포메이션,48.0,20240419 164545,20240412 000000,20240416 164545,20240416 170952,20240416 181138,20240417 113814,직영업체,즉시처리(접수시),VOCS0000513167,Sub,,,,안녕하세요. 4/12(금) 연차를 쓰고 31개월된 아기와 함께 3대 가족이(5명) 에버랜드를 방문했다가 마지막에 출구에서 매우 불쾌한 경험을 하고 하루의 좋은 기억을 망치게 되어서 VOC를 접수합니다.내용이 길이서 이미지로 첨부합니다.해당 사건 경위에 대한 파악 후 재발 방지책과 보상책 마련하여 신속하게 연락 부탁드립니다. (메일 확인이 늦으니 휴대폰으로 연락 주세요),- 유아이용 시설 환불관련 안내 미흡으로 인한 손님 불편사항 발생- 유아이용권 미사용 시 사용여부 확인을 위해 인근 유아이용 시설에서 환불 도장을 받아야 환불이 가능함.- 해당 티켓의 하단에 환불도장에 대한 안내가 미흡.- 해당 미사용 이용권은 손님과 통화하여 환불 완료 하였습니다.- 유아이용권 티켓 하단 환불도장 관련 문구 추가 의뢰* 담당자 : DSS*** 프로(미사용 유아이용권은 가까운 유아이용 시설을 방문하시어 환불도장을 받아 인포메이션에 방문해주셔야 환불이 가능합니다)- 인포메이션 유아이용권 환불 프로세스 개선* 미확인 이용권에 대해서는 당일 마감 프로 확인 후 환불 도와드림,,,,18:52,준수,N,"요약:

1. 4/12(금) 연차를 쓰고 31개월된 아기와 함께 3대 가족(5명)이 에버랜드를 방문했다.

2. 마지막에 출구에서 매우 불쾌한 경험을 하였고, 이로 인해 하루의 좋은 기억을 망치게 되었다.

3. 해당 사건 경위에 대한 파악 후 재발 방지책과 보상책 마련을 요청하였다.

4. 메일 확인이 늦으니 휴대폰으로 연락을 주기를 요청하였다."
